product_id,title,product_description,rating,ratings_count,initial_price,discount,discount_amount,quantity,total_amount,currency,category,seller_name,actual_price
21569986,Chromozome,Men Pack of 4 Premium Pure Cotton Mini Briefs 8902733625630-MULTI 9,4.2,18,1199,40.0,479.6,1,1199,INR,briefs,Sup███om ███,719.4
19206416,ABELINO,Women Set of 3 Assorted Cotton Boy Shorts Briefs PANTY3PCPLAINBOYSHORTS01,3.6,14,1899,80.0,1519.2,1,1899,INR,briefs,ARI███T T███ING█████████,379.79999999999995
22196594,Zoiro,Men Pack Of 2 Anti-Bacterial Basic Briefs,5.0,6,499,,,1,499,INR,briefs,J.G███OSI███ PR█████████ITE███,499.0
22196914,Zivame,Women Pack Of 3 Low-Rise Ultra Soft Bikini Briefs,4.6,5,799,50.0,399.5,1,799,INR,briefs,MIL███AR ███AIL█████████LIM██████,399.5
21906602,bummer,Women Printed Micro Modal Mid Rise Boy Shorts,4.6,23,599,25.0,149.75,1,599,INR,briefs,BAL███APP███LS █████████IMI██████,449.25
13889998,XYXX,Men Grey Solid Ultra-Soft Antimicrobial Basic Briefs XYBRF56,4.1,202,249,,,1,249,INR,briefs,XYX███PPA███S P█████████MIT████████████,249.0
22436508,Bruchi CLUB,Men Low-Rise Anti-Bacterial Basic Briefs,5.0,4,888,65.0,577.2,1,888,INR,briefs,BRU███ CL███APP█████████ATE█████████,310.79999999999995
21877640,DressBerry,Shoulder Straps Pure Cotton Camisole,3.7,14,299,23.0,68.77,1,299,INR,camisoles,VAC███CRE███ONS███,230.23000000000002
18882294,VStar,Women White Solid Modern Fit Deep Neckline  Camisoles,4.8,10,265,,,1,265,INR,camisoles,V S███ CR███ION█████████,265.0
13669894,Vastraa Fusion,Unisex Maroon Solid Woollen Afghani Pakol Cap,3.5,13,1699,70.0,1189.3,1,1699,INR,caps,,509.70000000000005
16281444,Bharatasya,Women White & Black Woolen Earwarmer Headband,4.3,7,699,68.0,475.32,1,699,INR,caps,VR ███ign███,223.68
20129438,Skechers,Men Blue Textured Sneakers,3.8,11,12999,30.0,3899.7,1,12999,INR,casual-shoes,LSD███FES███ES █████████IMI██████,9099.3
18506050,Bata,Women Black Woven Design Slip-On Sneakers,4.4,86,1199,55.0,659.45,1,1199,INR,casual-shoes,Bat███ndi███imi██████,539.55
21739362,Prolific,Men Printed LightWeight Mid Top Sneakers,3.9,8,2660,71.0,1888.6,1,2660,INR,casual-shoes,BRA███SI ███AIL███,771.4000000000001
21903832,U.S. Polo Assn.,Women Perforated Sneakers,4.1,16,4299,25.0,1074.75,1,4299,INR,casual-shoes,ARV███ LI███TYL█████████LIM██████,3224.25
21651940,HIGHLANDER,Men Black Woven Design Sneakers,3.4,25,1898,55.0,1043.9,1,1898,INR,casual-shoes,Fla███tar███mme██████,854.0999999999999
21321784,San Frissco,Men  Colourblocked Sneakers,4.3,6,5995,72.0,4316.4,1,5995,INR,casual-shoes,ARY███ FO███EAR█████████PVT██████,1678.6000000000004
21907914,MOZAFIA,Men Canvas Mid-Top Lace-Up Sneakers,4.0,225,1999,60.0,1199.4,1,1999,INR,casual-shoes,DHV███LOB███PRI█████████TED███,799.5999999999999
21497770,Puma,Men Sneakers,4.1,111,4999,55.0,2749.45,1,4999,INR,casual-shoes,Pum███por███Ind█████████td.█████████,2249.55
21169272,HRX by Hrithik Roshan,Men Skate Street Sneaker,3.9,107,3299,50.0,1649.5,1,3299,INR,casual-shoes,Omn███ch ███ail███,1649.5
13643492,WROGN,Men Brown Leather Loafers,3.7,58,3599,55.0,1979.45,1,3599,INR,casual-shoes,,1619.55
13638220,FAUSTO,Men Brown Textured Loafers,3.2,6,999,1.0,9.99,1,999,INR,casual-shoes,,989.01
13638232,FAUSTO,Men Tan Brown Solid Velvet Loafers,2.5,4,1299,1.0,12.99,1,1299,INR,casual-shoes,,1286.01
18489168,TOMS,Women Red Solid Alpargata Canvas Slip-On Sneakers,4.3,6,4999,,,1,4999,INR,casual-shoes,V R███il ███ Lt███,4999.0
18091436,HIGHLANDER,PRINTED CANVAS SNEAKERS,3.9,51,2198,50.0,1099.0,1,2198,INR,casual-shoes,Fla███tar███mme██████,1099.0
17312062,Clarks,Men Blue Nubuck Penny Loafers,4.6,31,6999,50.0,3499.5,1,6999,INR,casual-shoes,CLA███ RE███NCE█████████ PV██████,3499.5
17314086,EVERLY,Women Beige Textured Wedge Mules,3.7,79,1499,40.0,599.6,1,1499,INR,casual-shoes,M K███OTW███,899.4
17312144,Clarks,Men Black Perforations Nubuck Derbys,3.7,3,10999,35.0,3849.65,1,10999,INR,casual-shoes,Vis███ St███,7149.35
16284648,Crew STREET,Women Sea Green Woven Design Slip-On Sneakers,4.1,41,3099,55.0,1704.45,1,3099,INR,casual-shoes,Sup███om ███,1394.55
19103830,PUMA Motorsport,Unisex Black Perforations BMW MMS Neo Cat Regular Sneakers,4.5,157,6999,55.0,3849.45,1,6999,INR,casual-shoes,Sup███om ███,3149.55
21937664,Cortina,Black & Beige 4 Pcs Ethnic Motif Printed Super Stretchable Chair Cover,4.7,15,2598,64.0,1662.72,1,2598,INR,chair-cover,Bha███vna███Imp█████████ect███,935.28
16712992,Cutiekins,Girls Pink & White Printed Top with Shorts,4.1,454,1999,70.0,1399.3,1,1999,INR,clothing-set,CUT███INS███IVA█████████D,599.7
21836198,Nottie Planet,Boys Printed T-shirt with Shorts,4.5,13,449,30.0,134.7,1,449,INR,clothing-set,MOO███ FA███ONS█████████,314.3
18193844,Rubans,Cream-Coloured & Gold-Toned Embellished Embroidered Potli Clutch,4.1,25,1980,75.0,1485.0,1,1980,INR,clutches,,495.0
16694464,Ahalyaa,Women Stunning Blue Printed Top with Solid Skirt,4.1,195,5000,66.0,3300.0,1,5000,INR,co-ords,UDA███ASH███,1700.0
18494054,Home Sizzler,Green & Cream-Coloured Set of 2 Floral Window Curtain,4.3,48,799,40.0,319.6,1,799,INR,curtains-and-sheers,Fla███ech███tai███,479.4
16185546,ellementry,Gold-Toned 2 Pieces Stainless Steel Matte Spoon,5.0,5,1750,,,1,1750,INR,cutlery,Dil███ Es███tia█████████d,1750.0
15174886,MIAH Decor,Cream-Coloured & Green 2 Pieces Handcrafted Ceramic Matte Bowls,3.2,6,599,40.0,239.6,1,599,INR,dinnerware,MIA███ECO███,359.4
21664722,Curvy Clan,Colourblocked A-Line Cotton Maxi Dress,3.7,3,2999,,,1,2999,INR,dresses,RUB███S C███,2999.0
21426422,Trendyol,Black Maxi Dress,4.1,10,4399,45.0,1979.55,1,4399,INR,dresses,Sup███om ███,2419.45
21238004,COVER STORY,Embellished Shoulder Straps Velvet Sheath Dress,4.8,24,3490,40.0,1396.0,1,3490,INR,dresses,Cov███Sto███Clo█████████ite███,2094.0
21426632,Trendyol,Floral Printed Shoulder strap A-Line Mini Dress,3.9,35,3599,30.0,1079.7,1,3599,INR,dresses,Sup███om ███,2519.3
21673378,RACHNA,Floral Print Flared Sleeve Crepe A-Line Mini Dress,3.0,4,1299,51.0,662.49,1,1299,INR,dresses,RAC███ AR███RIN█████████TD.███,636.51
21665324,Harpa,Sweetheart Neck Puff Sleeves Sheath Dress,2.3,4,1999,55.0,1099.45,1,1999,INR,dresses,HAR███RET███ PV█████████,899.55
21664854,aarke Ritu Kumar,Cotton A-Line Dress,4.0,6,2200,30.0,660.0,1,2200,INR,dresses,REL███CE ███U K█████████ATE█████████,1540.0
21664974,Label Ritu Kumar,Candy Striped Pure Cotton Wrap Dress,4.6,7,4500,30.0,1350.0,1,4500,INR,dresses,REL███CE ███U K█████████ATE█████████,3150.0
21664840,aarke Ritu Kumar,Floral Georgette A-Line Midi Dress,4.0,6,3500,30.0,1050.0,1,3500,INR,dresses,REL███CE ███U K█████████ATE█████████,2450.0
21980370,Tokyo Talkies,Mini A-Line Dress,3.7,26,1599,79.0,1263.21,1,1599,INR,dresses,Vis███ St███,335.78999999999996
22004792,WoowZerz,Button Detailed Mini Blazer Dress,4.8,26,2495,50.0,1247.5,1,2495,INR,dresses,Man███ Fa███ona██████,1247.5
21979790,Vishudh,Floral Printed A-Line Midi Dress,3.8,55,2049,77.0,1577.73,1,2049,INR,dresses,Fla███tar███mme██████,471.27
18962890,Athena,Fuchsia Solid Asymmetric Hem A-Line Maxi Dress,4.0,34,2499,64.0,1599.36,1,2499,INR,dresses,APE███PPA███S,899.6400000000001
19027298,DressBerry,Girls Pink & Navy Blue Floral Printed Shirt Collar Fit & Flare Dress,3.8,40,1499,41.0,614.59,1,1499,INR,dresses,Vis███ St███,884.41
18962984,Athena,Burgundy Off-Shoulder Scrunchie Bodycon Dress,4.3,236,2499,68.0,1699.32,1,2499,INR,dresses,APE███PPA███S,799.6800000000001
18951626,Berrylush,Women Green Solid Twist & Knot Dress,4.0,60,1899,78.0,1481.22,1,1899,INR,dresses,Sup███om ███,417.78
18816460,Ethnovog,Women Navy Blue Velvet A-Line Made To Measure Dress with Jacket,3.7,6,7828,52.0,4070.56,1,7828,INR,dresses,Net███enu███ech█████████Pvt██████,3757.44
18944812,DRAAX Fashions,Pink Chiffon Fit and Flare Dress,3.6,8,2399,,,1,2399,INR,dresses,Dra███Fas███ns █████████vat████████████,2399.0
18977246,AURELIA,Blue Ethnic Motifs Maxi Dress,4.1,140,4299,59.0,2536.41,1,4299,INR,dresses,Esh███ox ███mme█████████td,1762.5900000000001
18803110,Athena Girl,Yellow Floral Dress,3.5,6,2299,74.0,1701.26,1,2299,INR,dresses,APE███PPA███S,597.74
18962990,Athena,Teal Blue Side Gathered Maxi Dress,4.2,35,2499,66.0,1649.34,1,2499,INR,dresses,APE███PPA███S,849.6600000000001
18951632,Berrylush,Women White Floral Pattern Play Dress,3.9,69,1899,80.0,1519.2,1,1899,INR,dresses,Sup███om ███,379.79999999999995
18956684,Forevermore,Mustard Yellow Chiffon Embroidred Ruffle Tiered Midi Dress,4.2,5,1599,,,1,1599,INR,dresses,Ami███nte███ise███,1599.0
18981160,Amydus,Blue & Orange Floral Wrap Dress,4.7,43,2799,,,1,2799,INR,dresses,BEG███01 ███EST██████,2799.0
18962952,Athena,Lavender Solid Accordion Pleats Wrap Dress,4.2,3797,2799,60.0,1679.4,1,2799,INR,dresses,Ape███ppa███s -██████,1119.6
18207844,H&M,Women Blue Linen-blend Shirt Dress,3.0,7,1999,,,1,1999,INR,dresses,,1999.0
15736838,U&F,Black Solid Maxi Dress,3.8,1023,1999,66.0,1319.34,1,1999,INR,dresses,SVP███XPO███ PR█████████ITE███,679.6600000000001
15788324,Tokyo Talkies,Blue Off-Shoulder Maxi Dress,4.2,347,1399,53.0,741.47,1,1399,INR,dresses,Vis███ St███,657.53
15691054,QUIERO,Women Alluring Grey Polka Dots Trapeze Dress,3.4,7,2686,65.0,1745.9,1,2686,INR,dresses,Per███nkl███esi██████,940.0999999999999
15691070,QUIERO,Women Beautiful Orange Abstract Tiered Dress,4.1,474,2820,65.0,1833.0,1,2820,INR,dresses,Per███nkl███esi██████,987.0
13770986,all about you,Black Solid Midi Halter Neck Fit and Flare Dress,4.2,38,2999,,,1,2999,INR,dresses,,2999.0
17586858,RARE,Women Orange Georgette A-Line Midi Dress,3.4,23,1799,55.0,989.45,1,1799,INR,dresses,EPI███RAN███PVT██████,809.55
17692606,Style Quotient,Women Navy Blue Solid Cut-Out Detail Sheath Midi Dress,3.9,12,1899,53.0,1006.47,1,1899,INR,dresses,Kri███n S███het█████████td,892.53
17592092,U&F,Women Stylish Mustard Solid All in the Details Dress,4.1,7,2899,74.0,2145.26,1,2899,INR,dresses,SVP███XPO███ PR█████████ITE███,753.7399999999998
17661682,Tokyo Talkies,Lavender Cut Outs Sheath Mini Dress,4.1,13,1549,61.0,944.89,1,1549,INR,dresses,Vis███ St███,604.11
17692718,Style Quotient,Women Tranquil Teal Solid Halter Neck Dress,4.8,8,1599,69.0,1103.31,1,1599,INR,dresses,Kri███n S███het█████████td,495.69000000000005
17194598,Tokyo Talkies,Women Charming Purple Solid Dress,4.3,48,1749,65.0,1136.85,1,1749,INR,dresses,Vis███ St███,612.1500000000001
17194592,Tokyo Talkies,Women Stunning Blue Solid Dress,4.1,240,1749,65.0,1136.85,1,1749,INR,dresses,Vis███ St███,612.1500000000001
18207478,Tokyo Talkies,Women Gorgeous Green Solid Dress,4.1,333,699,60.0,419.4,1,699,INR,dresses,Vis███ St███,279.6
19032542,BUY NEW TREND,Black & brown Off-Shoulder Georgette Dress,3.8,8,1499,50.0,749.5,1,1499,INR,dresses,Dim███Gar███ts,749.5
18996672,Bella Moda,Girls Yellow & Navy Blue Fit and Flare Dress,4.6,8,2017,70.0,1411.9,1,2017,INR,dresses,SHI███TRA███S,605.0999999999999
15191784,Kazo,Green Halter Neck Peplum Maxi Dress,4.0,35,3690,60.0,2214.0,1,3690,INR,dresses,Kaz███ash███ PV█████████JIT███,1476.0
19213200,Label Ritu Kumar,Cream-Coloured & Blue Ethnic Motifs Georgette A-Line Dress,4.8,5,5200,40.0,2080.0,1,5200,INR,dresses,REL███CE ███U K█████████ATE█████████,3120.0
19213186,Label Ritu Kumar,Solid Tiered Maxi Dress,1.9,7,6900,30.0,2070.0,1,6900,INR,dresses,REL███CE ███U K█████████ATE█████████,4830.0
20040576,U&F,Olive Green Crepe Maxi Dress,3.8,23,2899,68.0,1971.32,1,2899,INR,dresses,SVP███XPO███ PR█████████ITE███,927.6800000000001
19987092,Vastralay,Grey & Black Tie and Dye Dyed Midi Dress,4.2,17,2999,78.0,2339.22,1,2999,INR,dresses,ASH███ PR███S,659.7800000000002
10054817,Veni Vidi Vici,Women Mustard Yellow Bodycon Dress,4.3,110,1890,60.0,1134.0,1,1890,INR,dresses,NYM███EA ███HIO█████████ PR███████████████,756.0
10054855,Veni Vidi Vici,Solid Olive Green Ruched Bodycon Dress,4.2,389,1890,60.0,1134.0,1,1890,INR,dresses,NYM███EA ███HIO█████████ PR███████████████,756.0
10691426,SASSAFRAS,Black & Beige Ikat Print Cotton Shirt Dress,4.5,4441,2199,65.0,1429.35,1,2199,INR,dresses,ARD███ Re███l C███,769.6500000000001
20040566,U&F,Women Plus Size Turquoise Blue Floral Printed Crepe Maxi Dress,3.3,8,2899,70.0,2029.3,1,2899,INR,dresses,SVP███XPO███ PR█████████ITE███,869.7
18963006,Athena,Purple Off-Shoulder Scrunchie Bodycon Dress,4.3,45,2499,68.0,1699.32,1,2499,INR,dresses,APE███PPA███S,799.6800000000001
19513066,Stylecast X Hersheinbox,Floral Fit & Flare Dress With Gathered Details,4.5,11,2559,54.0,1381.86,1,2559,INR,dresses,,1177.14
13703862,Style Quotient,Women Olive Green Solid Shirt Dress,3.9,46,1749,71.0,1241.79,1,1749,INR,dresses,Kri███n S███het█████████td,507.21000000000004
18975316,Berrylush,Women  Off-White Striped Knits Bits Dress,4.2,31,3200,74.0,2368.0,1,3200,INR,dresses,Sup███om ███,832.0
21664826,aarke Ritu Kumar,Floral Layered Chiffon A-Line Dress,4.0,6,2800,30.0,840.0,1,2800,INR,dresses,REL███CE ███U K█████████ATE█████████,1960.0
21242962,Tommy Hilfiger,Sustainable Pure Cotton Denim Shirt Dress With Cut-Outs Detail,4.4,9,5999,40.0,2399.6,1,5999,INR,dresses,Fla███ech███tai███,3599.4
21653646,ONLY,Floral Printed A-Line Dress,4.6,5,3299,60.0,1979.4,1,3299,INR,dresses,ONL███ETA███PVT██████,1319.6
20022902,Slenor,Women Embellished Georgette Midi Dress,4.4,10,3599,59.0,2123.41,1,3599,INR,dresses,Sle███ Ap███els███,1475.5900000000001
20046216,YK Disney,Girls Minnie Mouse Graphic Printed A-Line T-shirt Dress,5.0,7,999,67.0,669.33,1,999,INR,dresses,CRO███OAD███LOT█████████LTD███,329.66999999999996
22616192,Oomph!,Square Neck A-Line Dress,3.9,7,1340,63.0,844.2,1,1340,INR,dresses,CLI███WIS███NTE█████████RIV████████████,495.79999999999995
13391600,Mast & Harbour,Women Navy Blue & White Striped A-Line Dress,3.7,200,1499,65.0,974.35,1,1499,INR,dresses,SAP███SHI███ PR█████████ITE███,524.65
22590642,YU by Pantaloons,Round Neck Schiffli Tiered Cotton A-Line Dress,4.8,12,1499,52.0,779.48,1,1499,INR,dresses,Wes███ry ███din█████████d_P████████████,719.52
13572604,Tokyo Talkies,Women Green Self Design Sheath Dress,4.2,58,1799,63.0,1133.37,1,1799,INR,dresses,,665.6300000000001
13649832,all about you,Black & Mustard Yellow Printed A-Line Dress,4.3,56,1999,,,1,1999,INR,dresses,,1999.0
13487998,THREAD MUSTER,Women Maroon Solid Maxi Dress,2.7,10,2499,74.0,1849.26,1,2499,INR,dresses,,649.74
13467444,Sugr,Women Green Solid Fit and Flare Dress,3.8,14,899,30.0,269.7,1,899,INR,dresses,,629.3
13387584,Wish Karo,Girls Black & White Printed Fit and Flare Silk Dress (0-3 Months),4.1,11,1999,65.0,1299.35,1,1999,INR,dresses,Kot███da ███est█████████Ltd███,699.6500000000001
22634940,Rustorange,Floral Print Gathered or Pleated Fit and Flare Ethnic Dresses,3.8,5,3399,56.0,1903.44,1,3399,INR,dresses,Zak███i I███tec█████████ Li██████,1495.56
22622806,HERE&NOW,Fit & Flare Midi Dress,4.0,22,2999,67.0,2009.33,1,2999,INR,dresses,ANI███OTH███,989.6700000000001
13558254,Tokyo Talkies,Women Peach-Coloured Printed Fit and Flare Dress,4.1,934,1349,59.0,795.91,1,1349,INR,dresses,,553.09
13586840,all about you,Women Yellow Solid A-Line Midi Dress,4.0,29,1899,55.0,1044.45,1,1899,INR,dresses,,854.55
13586818,all about you,Women Green Solid A-Line Dress,4.0,208,1899,54.0,1025.46,1,1899,INR,dresses,,873.54
13406942,Global Desi,Girls Blue Embroidered A-Line Denim Dress,4.8,8,1799,75.0,1349.25,1,1799,INR,dresses,OCH███AND███ACK█████████LIM██████,449.75
1341220,Miss Chase,Black & White Striped Belted Dress,4.4,22,1149,10.0,114.9,1,1149,INR,dresses,CHA███LIF███YLE█████████,1034.1
13387582,Wish Karo,Girls Black Polka Dot Printed Fit and Flare Dress,4.7,18,2123,65.0,1379.95,1,2123,INR,dresses,Kot███da ███est█████████Ltd███,743.05
22638540,Oomph!,Floral Printed Ruffled Crepe Fit & Flare Dress,2.3,4,1340,63.0,844.2,1,1340,INR,dresses,CLI███WIS███NTE█████████RIV████████████,495.79999999999995
13391540,Mast & Harbour,EcoVero Women Yellow & White Abstract Printed Tiered Shirt Dress,4.1,576,1999,66.0,1319.34,1,1999,INR,dresses,SWARR,679.6600000000001
13447736,DODO & MOA,Women Yellow & Blue Printed A-Line Midi Dress,2.1,8,2799,60.0,1679.4,1,2799,INR,dresses,AVY███ FA███ONT█████████TE █████████,1119.6
13435624,Deewa,Women Navy Blue & Off-White Floral Print Maxi Dress,4.1,28,2199,69.0,1517.31,1,2199,INR,dresses,Sun███ne ███t W██████,681.69
13382036,plusS,Women Olive Green Accordion Pleated Midi A-Line Dress with Belt,4.2,623,1899,83.0,1576.17,1,1899,INR,dresses,Shi███Int███ati█████████rel███,322.8299999999999
13449506,DOOR74,Women Black Solid Maxi Dress,5.0,7,2399,70.0,1679.3,1,2399,INR,dresses,JXP███S,719.7
13411990,DODO & MOA,Women Teal Green Solid Off-Shoulder Fit and Flare Dress With Bell Sleeves,2.8,6,2990,65.0,1943.5,1,2990,INR,dresses,AVY███ FA███ONT█████████TE ███████████████,1046.5
22590644,YU by Pantaloons,Shoulder Straps Schiffli Cotton A-Line Dress,4.7,17,1399,54.0,755.46,1,1399,INR,dresses,Wes███ry ███din█████████d_P████████████,643.54
13375140,HOUSE OF KKARMA,Women Navy Blue Printed A-Line Dress,3.9,17,3499,65.0,2274.35,1,3499,INR,dresses,Mut███ar,1224.65
13398280,Zastraa,Women Grey Solid Sheath Dress,4.3,45,3299,70.0,2309.3,1,3299,INR,dresses,MON███ CR███ION█████████,989.6999999999998
13379612,THE SILHOUETTE STORE,Women Orange Solid Maxi Dress,2.0,3,1399,,,1,1399,INR,dresses,YOL███ESI███ PR█████████ITE███,1399.0
22630128,NUEVOSDAMAS,Girls Polka Dot Printed Crepe Fit & Flare Dress,2.8,5,1999,70.0,1399.3,1,1999,INR,dresses,M/S███V M███C.,599.7
22596522,Vero Moda,Shoulder Straps Cut Out Smocked A-Line Midi Dress,4.3,12,3799,65.0,2469.35,1,3799,INR,dresses,VER███ODA███TAI█████████,1329.65
22619942,Styli,Burgundy Puff Sleeve Accordion Pleated Fit & Flare Midi Dress,3.7,11,2799,51.0,1427.49,1,2799,INR,dresses,PRE███RE ███AIL█████████PRI███████████████,1371.51
12356000,KLEIO,Women Green Solid Vegan Quilted Unisex Gym Bag,4.6,8,3499,55.0,1924.45,1,3499,INR,duffel-bag,,1574.55
12944214,Cherry Crumble,Boys Olive Green Solid Corduroy Dungarees,3.8,11,2599,45.0,1169.55,1,2599,INR,dungarees,WHI███SHR███PVT██████,1429.45
21656682,Dupatta Bazaar,Embroidered Dupatta with Sequinned,4.3,33,999,51.0,509.49,1,999,INR,dupatta,LAA███TEX███E P█████████,489.51
22601210,Nimidiya,Leheriya Dyed Dupatta,4.5,13,999,60.0,599.4,1,999,INR,dupatta,PRE███TI ███LEC██████,399.6
